Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 6672,202111,Sim,Sim,2021-11
Empresa 6673,202007,Sim,Sim,2020-07
Empresa 6674,202007,Sim,Sim,2020-07
Empresa 6675,202104,Sim,Sim,2021-04
Empresa 6676,202001,Sim,Sim,2020-01
Empresa 6677,202003,Sim,Sim,2020-03
Empresa 6678,202204,Sim,Sim,2022-04
Empresa 668,202303,Sim,Sim,2023-03
Empresa 6680,202006,Sim,Sim,2020-06
Empresa 6681,202210,Sim,Sim,2022-10
Empresa 6682,202111,Sim,Sim,2021-11
Empresa 6683,202002,Sim,Sim,2020-02
Empresa 6684,202007,Sim,Sim,2020-07
Empresa 6685,202007,Sim,Sim,2020-07
Empresa 6686,202004,Sim,Sim,2020-04
Empresa 6687,201910,Sim,Sim,2019-10
Empresa 6688,202004,Sim,Sim,2020-04
Empresa 6689,202110,Sim,Sim,2021-10
Empresa 669,202302,Sim,Sim,2023-02
Empresa 6690,202004,Sim,Sim,2020-04
Empresa 6691,202002,Sim,Sim,2020-02
Empresa 6692,202109,Sim,Sim,2021-09
Empresa 6693,202206,Sim,Sim,2022-06
Empresa 6694,202102,Sim,Sim,2021-02
Empresa 6695,202201,Sim,Sim,2022-01
Empresa 6696,202004,Sim,Sim,2020-04
Empresa 6697,202005,Sim,Sim,2020-05
Empresa 6698,202211,Sim,Sim,2022-11
Empresa 6699,201912,Sim,Sim,2019-12
Empresa 67,202208,Sim,Sim,2022-08
Empresa 670,202303,Sim,Sim,2023-03
Empresa 6700,202105,Sim,Sim,2021-05
Empresa 6701,202005,Sim,Sim,2020-05
Empresa 6702,201910,Sim,Sim,2019-10
Empresa 6703,202208,Sim,Sim,2022-08
Empresa 6704,202002,Sim,Sim,2020-02
Empresa 6705,202204,Sim,Sim,2022-04
Empresa 6706,202304,Não,Não,2023-04
Empresa 6707,202304,Não,Não,2023-04
Empresa 6708,202007,Sim,Sim,2020-07
Empresa 6709,202012,Sim,Sim,2020-12
Empresa 671,202303,Sim,Sim,2023-03
Empresa 6710,202011,Sim,Sim,2020-11
Empresa 6711,202112,Sim,Sim,2021-12
Empresa 6712,201909,Sim,Sim,2019-09
Empresa 6713,202108,Não,Não,2021-08
Empresa 6714,202108,Sim,Sim,2021-08
Empresa 6715,202004,Sim,Sim,2020-04
Empresa 6716,202002,Sim,Sim,2020-02
Empresa 6717,202108,Sim,Sim,2021-08
Empresa 6718,202108,Sim,Sim,2021-08
Empresa 6719,202301,Sim,Sim,2023-01
Empresa 672,202303,Sim,Sim,2023-03
Empresa 6720,202007,Sim,Sim,2020-07
Empresa 6721,202210,Sim,Sim,2022-10
Empresa 6722,202112,Sim,Sim,2021-12
Empresa 6723,202108,Sim,Sim,2021-08
Empresa 6724,202204,Sim,Sim,2022-04
Empresa 6725,202004,Sim,Sim,2020-04
Empresa 6726,202003,Sim,Sim,2020-03
Empresa 6727,202003,Sim,Sim,2020-03
Empresa 6728,202003,Sim,Sim,2020-03
Empresa 6729,202004,Sim,Sim,2020-04
Empresa 673,202211,Sim,Sim,2022-11
Empresa 6730,202002,Sim,Sim,2020-02
Empresa 6731,202010,Sim,Sim,2020-10
Empresa 6732,202004,Sim,Sim,2020-04
Empresa 6733,202009,Sim,Sim,2020-09
Empresa 6734,202204,Sim,Sim,2022-04
Empresa 6735,202005,Sim,Sim,2020-05
Empresa 6736,202002,Sim,Sim,2020-02
Empresa 6737,202111,Sim,Sim,2021-11
Empresa 6738,201910,Sim,Sim,2019-10
Empresa 6739,202002,Sim,Sim,2020-02
Empresa 674,202212,Sim,Sim,2022-12
Empresa 6740,202108,Sim,Sim,2021-08
Empresa 6741,201912,Sim,Sim,2019-12
Empresa 6742,202002,Sim,Sim,2020-02
Empresa 6743,202001,Sim,Sim,2020-01
Empresa 6744,202108,Sim,Sim,2021-08
Empresa 6745,202002,Sim,Sim,2020-02
Empresa 6746,202112,Sim,Sim,2021-12
Empresa 6747,202007,Sim,Sim,2020-07
Empresa 6748,202110,Sim,Sim,2021-10
Empresa 6749,202109,Sim,Sim,2021-09
Empresa 675,202211,Sim,Sim,2022-11
Empresa 6750,202004,Sim,Sim,2020-04
Empresa 6751,202008,Sim,Sim,2020-08
Empresa 6752,202004,Sim,Sim,2020-04
Empresa 6753,202212,Sim,Sim,2022-12
Empresa 6754,201911,Sim,Sim,2019-11
Empresa 6755,202002,Sim,Sim,2020-02
Empresa 6756,202305,Não,Não,2023-05
Empresa 6757,202108,Sim,Sim,2021-08
Empresa 6758,202211,Sim,Sim,2022-11
Empresa 6759,201909,Sim,Sim,2019-09
Empresa 676,202211,Sim,Sim,2022-11
Empresa 6760,202109,Sim,Sim,2021-09
Empresa 6761,202003,Sim,Sim,2020-03
Empresa 6762,202205,Sim,Sim,2022-05
Empresa 6763,201912,Sim,Sim,2019-12
Empresa 6764,202206,Sim,Sim,2022-06
Empresa 6765,202003,Sim,Sim,2020-03
Empresa 6766,202203,Sim,Sim,2022-03
Empresa 6767,201910,Sim,Sim,2019-10
Empresa 6768,201910,Sim,Sim,2019-10
Empresa 6769,202110,Sim,Sim,2021-10
Empresa 677,202211,Sim,Sim,2022-11
Empresa 6770,201910,Sim,Sim,2019-10
Empresa 6771,202002,Sim,Sim,2020-02
Empresa 6772,202204,Sim,Sim,2022-04
Empresa 6773,201912,Sim,Sim,2019-12
Empresa 6774,202108,Sim,Sim,2021-08
Empresa 6775,202002,Sim,Sim,2020-02
Empresa 6776,202111,Sim,Sim,2021-11
Empresa 6777,202004,Sim,Sim,2020-04
Empresa 6778,202108,Sim,Sim,2021-08
Empresa 6779,202306,Não,Não,2023-06
Empresa 678,202303,Sim,Sim,2023-03
Empresa 6780,202012,Sim,Sim,2020-12
Empresa 6781,202008,Sim,Sim,2020-08
Empresa 6782,202209,Sim,Sim,2022-09
Empresa 6783,201910,Sim,Sim,2019-10
Empresa 6784,202108,Sim,Sim,2021-08
Empresa 6785,202211,Sim,Sim,2022-11
Empresa 6786,201910,Sim,Sim,2019-10
Empresa 6787,202001,Sim,Sim,2020-01
Empresa 6788,202111,Sim,Sim,2021-11
Empresa 6789,202008,Sim,Sim,2020-08
Empresa 679,202211,Sim,Sim,2022-11
Empresa 6790,202009,Sim,Sim,2020-09
Empresa 6791,202203,Não,Não,2022-03
Empresa 6792,202007,Sim,Sim,2020-07
Empresa 6793,202201,Sim,Sim,2022-01
Empresa 6794,201909,Sim,Sim,2019-09
Empresa 6795,201910,Sim,Sim,2019-10
Empresa 6796,202202,Sim,Sim,2022-02
Empresa 6797,202209,Sim,Sim,2022-09
Empresa 6798,202204,Sim,Sim,2022-04
Empresa 6799,202104,Sim,Sim,2021-04
Empresa 68,202303,Sim,Sim,2023-03
Empresa 680,202302,Sim,Sim,2023-02
Empresa 6800,202106,Sim,Sim,2021-06
Empresa 6801,202212,Sim,Sim,2022-12
Empresa 6802,202207,Sim,Sim,2022-07
Empresa 6803,202109,Sim,Sim,2021-09
Empresa 6804,202201,Sim,Sim,2022-01
Empresa 6805,202206,Sim,Sim,2022-06
Empresa 6806,202004,Sim,Sim,2020-04
Empresa 6807,202103,Sim,Sim,2021-03
Empresa 6808,202002,Sim,Sim,2020-02
Empresa 6809,202003,Sim,Sim,2020-03
Empresa 681,202303,Sim,Sim,2023-03
Empresa 6810,202004,Sim,Sim,2020-04
Empresa 6811,201912,Sim,Sim,2019-12
Empresa 6812,202210,Sim,Sim,2022-10
Empresa 6813,202002,Sim,Sim,2020-02
Empresa 6814,202109,Sim,Sim,2021-09
Empresa 6815,202109,Sim,Sim,2021-09
Empresa 6816,202104,Sim,Sim,2021-04
Empresa 6817,202003,Sim,Sim,2020-03
Empresa 6818,202003,Sim,Sim,2020-03
Empresa 6819,202110,Sim,Sim,2021-10
Empresa 682,202303,Sim,Sim,2023-03
Empresa 6820,202003,Sim,Sim,2020-03
Empresa 6821,202105,Sim,Sim,2021-05
Empresa 6822,202109,Sim,Sim,2021-09
Empresa 6823,202005,Sim,Sim,2020-05
Empresa 6824,202006,Sim,Sim,2020-06
Empresa 6825,202110,Sim,Sim,2021-10
Empresa 6826,202101,Sim,Sim,2021-01
Empresa 6827,202202,Sim,Sim,2022-02
Empresa 6828,202108,Sim,Sim,2021-08
Empresa 6829,202012,Sim,Sim,2020-12
Empresa 683,202210,Sim,Sim,2022-10
Empresa 6830,202201,Sim,Sim,2022-01
Empresa 6831,202002,Sim,Sim,2020-02
Empresa 6832,202209,Sim,Sim,2022-09
Empresa 6833,202109,Sim,Sim,2021-09
Empresa 6834,202106,Sim,Sim,2021-06
Empresa 6835,202104,Sim,Sim,2021-04
Empresa 6836,202210,Sim,Sim,2022-10
Empresa 6837,202109,Sim,Sim,2021-09
Empresa 6838,202111,Sim,Sim,2021-11
Empresa 6839,202207,Sim,Sim,2022-07
Empresa 684,202301,Sim,Sim,2023-01
Empresa 6840,202204,Sim,Sim,2022-04
Empresa 6841,202205,Sim,Sim,2022-05
Empresa 6842,202105,Sim,Sim,2021-05
Empresa 6843,202004,Sim,Sim,2020-04
Empresa 6844,202201,Sim,Sim,2022-01
Empresa 6845,202108,Sim,Sim,2021-08
Empresa 6846,202211,Sim,Sim,2022-11
Empresa 6847,202207,Sim,Sim,2022-07
Empresa 6848,202208,Sim,Sim,2022-08
Empresa 6849,202203,Sim,Sim,2022-03
Empresa 685,202304,Sim,Sim,2023-04
Empresa 6850,202203,Sim,Sim,2022-03
Empresa 6851,202203,Sim,Sim,2022-03
Empresa 6852,202210,Sim,Sim,2022-10
Empresa 6853,202205,Sim,Sim,2022-05
Empresa 6854,202205,Sim,Sim,2022-05
Empresa 6855,202306,Não,Não,2023-06
Empresa 6856,202204,Sim,Sim,2022-04
Empresa 6857,202209,Sim,Sim,2022-09
Empresa 6858,202003,Sim,Sim,2020-03
Empresa 6859,202203,Sim,Sim,2022-03
Empresa 686,202212,Sim,Sim,2022-12
Empresa 6860,202012,Sim,Sim,2020-12
Empresa 6861,202207,Sim,Sim,2022-07
Empresa 6862,202202,Sim,Sim,2022-02
Empresa 6863,202202,Sim,Sim,2022-02
Empresa 6864,202204,Sim,Sim,2022-04
Empresa 6865,202208,Sim,Sim,2022-08
Empresa 6866,202108,Não,Não,2021-08
Empresa 6867,201911,Sim,Sim,2019-11
Empresa 6868,202208,Sim,Sim,2022-08
Empresa 6869,202208,Sim,Sim,2022-08
Empresa 687,202304,Sim,Sim,2023-04
Empresa 6870,202211,Sim,Sim,2022-11
Empresa 6871,202210,Sim,Sim,2022-10
Empresa 6872,202301,Sim,Sim,2023-01
Empresa 6873,202201,Sim,Sim,2022-01
Empresa 6874,202004,Sim,Sim,2020-04
Empresa 6875,202003,Sim,Sim,2020-03
Empresa 6876,202004,Sim,Sim,2020-04
Empresa 6877,202012,Sim,Sim,2020-12
Empresa 6878,202008,Sim,Sim,2020-08
Empresa 6879,201806,Sim,Sim,2018-06
Empresa 688,202211,Sim,Sim,2022-11
Empresa 6880,202009,Sim,Sim,2020-09
Empresa 6881,202008,Sim,Sim,2020-08
Empresa 6882,202011,Não,Sim,2020-11
Empresa 6883,201909,Sim,Sim,2019-09
Empresa 6884,201910,Sim,Sim,2019-10
Empresa 6885,202002,Sim,Sim,2020-02
Empresa 6886,202107,Não,Sim,2021-07
Empresa 6887,202109,Sim,Sim,2021-09
Empresa 6888,201910,Sim,Sim,2019-10
Empresa 6889,201910,Sim,Sim,2019-10
Empresa 689,202304,Sim,Sim,2023-04
Empresa 6890,201910,Sim,Sim,2019-10
Empresa 6891,202005,Sim,Sim,2020-05
Empresa 6892,201912,Sim,Sim,2019-12
Empresa 6893,202205,Sim,Sim,2022-05
Empresa 6894,202008,Sim,Sim,2020-08
Empresa 6895,202012,Sim,Sim,2020-12
Empresa 6896,202101,Sim,Sim,2021-01
Empresa 6897,202006,Não,Não,2020-06
Empresa 6898,202008,Sim,Sim,2020-08
Empresa 6899,202004,Sim,Sim,2020-04
Empresa 69,202303,Sim,Sim,2023-03
Empresa 690,202212,Sim,Sim,2022-12
Empresa 6900,202008,Sim,Sim,2020-08
Empresa 6901,202008,Sim,Sim,2020-08
Empresa 6902,202108,Sim,Sim,2021-08
Empresa 6903,201909,Sim,Sim,2019-09
Empresa 6904,201910,Sim,Sim,2019-10
Empresa 6905,201910,Sim,Sim,2019-10
Empresa 6906,202004,Sim,Sim,2020-04
Empresa 6907,201909,Sim,Sim,2019-09
Empresa 6908,202001,Sim,Sim,2020-01
Empresa 6909,202003,Sim,Sim,2020-03
Empresa 691,202304,Sim,Sim,2023-04
Empresa 6910,202004,Sim,Sim,2020-04
Empresa 6911,202008,Sim,Sim,2020-08
Empresa 6912,202004,Sim,Sim,2020-04
Empresa 6913,201911,Sim,Sim,2019-11
Empresa 6914,202108,Sim,Sim,2021-08
Empresa 6915,202012,Sim,Sim,2020-12
Empresa 6916,202110,Sim,Sim,2021-10
Empresa 6917,202101,Sim,Sim,2021-01
Empresa 6918,202207,Não,Não,2022-07
Empresa 6919,202005,Sim,Sim,2020-05
Empresa 692,202304,Sim,Sim,2023-04
Empresa 6920,202309,Não,Sim,2023-09
Empresa 6921,202002,Sim,Sim,2020-02
Empresa 6922,202104,Sim,Sim,2021-04
Empresa 6923,202106,Sim,Sim,2021-06
Empresa 6924,202106,Sim,Sim,2021-06
Empresa 6925,202102,Sim,Sim,2021-02
Empresa 6926,202208,Sim,Sim,2022-08
Empresa 6927,202008,Sim,Sim,2020-08
Empresa 6928,202210,Sim,Sim,2022-10
Empresa 6929,202210,Sim,Sim,2022-10
Empresa 693,202212,Sim,Sim,2022-12
Empresa 6930,202008,Sim,Sim,2020-08
Empresa 6931,202110,Sim,Sim,2021-10
Empresa 6932,202004,Sim,Sim,2020-04
Empresa 6933,202211,Sim,Sim,2022-11
Empresa 6934,202301,Não,Não,2023-01
Empresa 6935,202108,Sim,Sim,2021-08
Empresa 6936,202204,Sim,Sim,2022-04
Empresa 6937,202004,Sim,Sim,2020-04
Empresa 6938,202111,Sim,Sim,2021-11
Empresa 6939,202301,Sim,Sim,2023-01
Empresa 694,202303,Sim,Sim,2023-03
Empresa 6940,202004,Sim,Sim,2020-04
Empresa 6941,202001,Sim,Sim,2020-01
Empresa 6942,202211,Sim,Sim,2022-11
Empresa 6943,202206,Sim,Sim,2022-06
Empresa 6944,202103,Sim,Sim,2021-03
Empresa 6945,202309,Não,Não,2023-09
Empresa 6946,201910,Sim,Sim,2019-10
Empresa 6947,202110,Sim,Sim,2021-10
Empresa 6948,202301,Sim,Sim,2023-01
Empresa 6949,202301,Sim,Sim,2023-01
Empresa 695,202303,Sim,Sim,2023-03
Empresa 6950,201912,Sim,Sim,2019-12
Empresa 6951,202002,Sim,Sim,2020-02
Empresa 6952,201910,Sim,Sim,2019-10
Empresa 6953,202301,Sim,Sim,2023-01
Empresa 6954,202208,Sim,Sim,2022-08
Empresa 6955,202004,Sim,Sim,2020-04
Empresa 6956,202212,Sim,Sim,2022-12
Empresa 6957,202006,Sim,Sim,2020-06
Empresa 6958,202005,Sim,Sim,2020-05
Empresa 6959,202103,Não,Não,2021-03
Empresa 696,202212,Sim,Sim,2022-12
Empresa 6960,202012,Sim,Sim,2020-12
Empresa 6961,202205,Sim,Sim,2022-05
Empresa 6962,202204,Sim,Sim,2022-04
Empresa 6963,201909,Sim,Sim,2019-09
Empresa 6964,202207,Sim,Sim,2022-07
Empresa 6965,202109,Sim,Sim,2021-09
Empresa 6966,202201,Sim,Sim,2022-01
Empresa 6967,202205,Sim,Sim,2022-05
Empresa 6968,202209,Sim,Sim,2022-09
Empresa 6969,202301,Sim,Sim,2023-01
Empresa 697,202304,Sim,Sim,2023-04
Empresa 6970,202212,Sim,Sim,2022-12
Empresa 6971,202209,Sim,Sim,2022-09
Empresa 6972,202203,Não,Não,2022-03
Empresa 6973,202007,Sim,Sim,2020-07
Empresa 6974,202202,Sim,Sim,2022-02
Empresa 6975,202103,Sim,Sim,2021-03
Empresa 6976,202002,Sim,Sim,2020-02
Empresa 6977,202012,Sim,Sim,2020-12
Empresa 6978,202112,Sim,Sim,2021-12
Empresa 6979,202103,Não,Não,2021-03
Empresa 698,202303,Sim,Sim,2023-03
Empresa 6980,202209,Sim,Sim,2022-09
Empresa 6981,202208,Sim,Sim,2022-08
Empresa 6982,202112,Sim,Sim,2021-12
Empresa 6983,202005,Sim,Sim,2020-05
Empresa 6984,202005,Sim,Sim,2020-05
Empresa 6985,201909,Sim,Sim,2019-09
Empresa 6986,202002,Sim,Sim,2020-02
Empresa 6987,202006,Sim,Sim,2020-06
Empresa 6988,202004,Sim,Sim,2020-04
Empresa 6989,202108,Sim,Sim,2021-08
Empresa 699,202212,Sim,Sim,2022-12
Empresa 6990,202201,Sim,Sim,2022-01
Empresa 6991,202203,Sim,Sim,2022-03
Empresa 6992,202003,Sim,Sim,2020-03
Empresa 6993,202108,Sim,Sim,2021-08
Empresa 6994,202003,Sim,Sim,2020-03
Empresa 6995,202002,Sim,Sim,2020-02
Empresa 6996,201912,Sim,Sim,2019-12
Empresa 6997,201909,Sim,Sim,2019-09
Empresa 6998,202111,Sim,Sim,2021-11
Empresa 6999,202104,Sim,Sim,2021-04
Empresa 7,202208,Sim,Sim,2022-08
Empresa 70,202212,Sim,Sim,2022-12
Empresa 700,202303,Sim,Sim,2023-03
Empresa 7000,202303,Sim,Sim,2023-03
Empresa 7001,202101,Sim,Sim,2021-01
Empresa 7002,202203,Sim,Sim,2022-03
Empresa 7003,202306,Não,Sim,2023-06
Empresa 7004,202003,Sim,Sim,2020-03
Empresa 7005,202007,Sim,Sim,2020-07
Empresa 7006,202110,Não,Não,2021-10
Empresa 7007,202306,Não,Não,2023-06
Empresa 7008,202110,Sim,Sim,2021-10
Empresa 7009,202205,Sim,Sim,2022-05
Empresa 701,202303,Sim,Sim,2023-03
Empresa 7010,202207,Sim,Sim,2022-07
Empresa 7011,202203,Sim,Sim,2022-03
Empresa 7012,202101,Sim,Sim,2021-01
Empresa 7013,202303,Sim,Sim,2023-03
Empresa 7014,202010,Sim,Sim,2020-10
Empresa 7015,202302,Sim,Sim,2023-02
Empresa 7016,202011,Sim,Sim,2020-11
Empresa 7017,202201,Não,Não,2022-01
Empresa 7018,202303,Sim,Sim,2023-03
Empresa 7019,202302,Sim,Sim,2023-02
Empresa 702,202304,Sim,Sim,2023-04
Empresa 7020,202007,Sim,Sim,2020-07
Empresa 7021,202302,Sim,Sim,2023-02
Empresa 7022,202303,Sim,Sim,2023-03
Empresa 7023,202101,Sim,Sim,2021-01
Empresa 7024,202102,Sim,Sim,2021-02
Empresa 7025,202105,Sim,Sim,2021-05
Empresa 7026,202201,Sim,Sim,2022-01
Empresa 7027,202101,Sim,Sim,2021-01
Empresa 7028,201910,Sim,Sim,2019-10
Empresa 7029,201910,Sim,Sim,2019-10
Empresa 703,202304,Sim,Sim,2023-04
Empresa 7030,201911,Sim,Sim,2019-11
Empresa 7031,202003,Sim,Sim,2020-03
Empresa 7032,202303,Sim,Sim,2023-03
Empresa 7033,202112,Sim,Sim,2021-12
Empresa 7034,202203,Sim,Sim,2022-03
Empresa 7035,202201,Sim,Sim,2022-01
Empresa 7036,201910,Sim,Sim,2019-10
Empresa 7037,202304,Sim,Sim,2023-04
Empresa 7038,202207,Sim,Sim,2022-07
Empresa 7039,202108,Sim,Sim,2021-08
Empresa 704,202304,Sim,Sim,2023-04
Empresa 7040,202007,Sim,Sim,2020-07
Empresa 7041,202003,Sim,Sim,2020-03
Empresa 7042,202108,Sim,Sim,2021-08
Empresa 7043,202007,Sim,Sim,2020-07
Empresa 7044,201912,Sim,Sim,2019-12
Empresa 7045,202004,Sim,Sim,2020-04
Empresa 7046,202304,Sim,Sim,2023-04
Empresa 7047,202211,Sim,Sim,2022-11
Empresa 7048,202111,Sim,Sim,2021-11
Empresa 7049,202106,Sim,Sim,2021-06
Empresa 705,202304,Sim,Sim,2023-04
Empresa 7050,202203,Sim,Sim,2022-03
Empresa 7051,202003,Sim,Sim,2020-03
Empresa 7052,202303,Sim,Sim,2023-03
Empresa 7053,202111,Sim,Sim,2021-11
Empresa 7054,202010,Sim,Sim,2020-10
Empresa 7055,202305,Sim,Sim,2023-05
Empresa 7056,202305,Sim,Sim,2023-05
Empresa 7057,202305,Sim,Sim,2023-05
Empresa 7058,202305,Sim,Sim,2023-05
Empresa 7059,202305,Sim,Sim,2023-05
Empresa 706,202305,Sim,Sim,2023-05
Empresa 7060,202005,Sim,Sim,2020-05
Empresa 7061,202305,Sim,Sim,2023-05
Empresa 7062,202306,Sim,Sim,2023-06
Empresa 7063,202007,Sim,Sim,2020-07
Empresa 7064,202209,Sim,Sim,2022-09
Empresa 7065,202305,Sim,Sim,2023-05
Empresa 7066,202306,Sim,Sim,2023-06
Empresa 7067,202306,Sim,Sim,2023-06
Empresa 7068,202305,Sim,Sim,2023-05
Empresa 7069,202305,Sim,Sim,2023-05
Empresa 707,202012,Não,Não,2020-12
Empresa 7070,202305,Sim,Sim,2023-05
Empresa 7071,202007,Sim,Sim,2020-07
Empresa 7072,202008,Sim,Sim,2020-08
Empresa 7073,202306,Sim,Sim,2023-06
Empresa 7074,202004,Sim,Sim,2020-04
Empresa 7075,202004,Sim,Sim,2020-04
Empresa 7076,202307,Sim,Sim,2023-07
Empresa 7077,201910,Sim,Sim,2019-10
Empresa 7078,202307,Sim,Sim,2023-07
Empresa 7079,202003,Sim,Sim,2020-03
Empresa 708,202304,Sim,Sim,2023-04
Empresa 7080,202110,Sim,Sim,2021-10
Empresa 7081,202108,Sim,Sim,2021-08
Empresa 7082,202306,Sim,Sim,2023-06
Empresa 7083,202307,Sim,Sim,2023-07
Empresa 7084,202201,Sim,Sim,2022-01
Empresa 7085,202007,Sim,Sim,2020-07
Empresa 7086,202304,Sim,Sim,2023-04
Empresa 7087,202008,Sim,Sim,2020-08
Empresa 7088,202104,Sim,Sim,2021-04
Empresa 7089,202004,Sim,Sim,2020-04
Empresa 709,202305,Sim,Sim,2023-05
Empresa 7090,202005,Sim,Sim,2020-05
Empresa 7091,202012,Sim,Sim,2020-12
Empresa 7092,202303,Sim,Sim,2023-03
Empresa 7093,202303,Sim,Sim,2023-03
Empresa 7094,202308,Sim,Sim,2023-08
Empresa 7095,202308,Sim,Sim,2023-08
Empresa 7096,202305,Sim,Sim,2023-05
Empresa 7097,202101,Sim,Sim,2021-01
Empresa 7098,202309,Sim,Sim,2023-09
Empresa 7099,202309,Sim,Sim,2023-09
Empresa 71,202302,Sim,Sim,2023-02
Empresa 710,202302,Sim,Sim,2023-02
Empresa 7100,202305,Sim,Sim,2023-05
Empresa 7101,202309,Sim,Sim,2023-09
Empresa 7102,202110,Sim,Sim,2021-10
Empresa 7103,202308,Sim,Sim,2023-08
Empresa 7104,202304,Não,Não,2023-04
Empresa 7105,202208,Sim,Sim,2022-08
Empresa 7106,202308,Sim,Sim,2023-08
Empresa 7107,202105,Sim,Sim,2021-05
Empresa 7108,202303,Sim,Sim,2023-03
Empresa 7109,202308,Sim,Sim,2023-08
Empresa 711,202305,Sim,Sim,2023-05
Empresa 7110,202309,Sim,Sim,2023-09
Empresa 7111,202012,Sim,Sim,2020-12
Empresa 7112,202309,Sim,Sim,2023-09
Empresa 7113,202008,Sim,Sim,2020-08
Empresa 7114,202108,Sim,Sim,2021-08
Empresa 7115,202111,Sim,Sim,2021-11
Empresa 7116,202310,Sim,Sim,2023-10
Empresa 7117,202308,Sim,Sim,2023-08
Empresa 7118,202309,Sim,Sim,2023-09
Empresa 7119,202310,Sim,Sim,2023-10
Empresa 712,202305,Sim,Sim,2023-05
Empresa 7120,202310,Sim,Sim,2023-10
Empresa 7121,202305,Sim,Sim,2023-05
Empresa 7122,202108,Sim,Sim,2021-08
Empresa 7123,202211,Sim,Sim,2022-11
Empresa 7124,202108,Sim,Sim,2021-08
Empresa 7125,202111,Sim,Sim,2021-11
Empresa 7126,202106,Não,Não,2021-06
Empresa 7127,202211,Sim,Sim,2022-11
Empresa 7128,202311,Não,Não,2023-11
Empresa 7129,202008,Não,Não,2020-08
Empresa 713,202304,Sim,Sim,2023-04
Empresa 7130,201910,Sim,Sim,2019-10
Empresa 7131,202308,Não,Não,2023-08
Empresa 7132,202108,Sim,Sim,2021-08
Empresa 7133,202310,Sim,Sim,2023-10
Empresa 7134,202311,Não,Não,2023-11
Empresa 7136,202310,Não,Não,2023-10
Empresa 7138,202003,Sim,Sim,2020-03
Empresa 7139,202004,Sim,Sim,2020-04
Empresa 714,202304,Sim,Sim,2023-04
Empresa 7140,202106,Sim,Sim,2021-06
Empresa 7141,202104,Sim,Sim,2021-04
Empresa 7142,202105,Sim,Sim,2021-05
Empresa 7143,202105,Sim,Sim,2021-05
Empresa 7144,202104,Sim,Sim,2021-04
Empresa 7145,202108,Sim,Sim,2021-08
Empresa 7146,202104,Sim,Sim,2021-04
Empresa 7147,202112,Sim,Sim,2021-12
Empresa 7148,202210,Sim,Sim,2022-10
Empresa 7149,202104,Sim,Sim,2021-04
Empresa 715,202211,Sim,Sim,2022-11
Empresa 7150,202105,Sim,Sim,2021-05
Empresa 7151,202202,Sim,Sim,2022-02
Empresa 7152,202105,Sim,Sim,2021-05
Empresa 7153,202209,Sim,Sim,2022-09
Empresa 7154,202204,Sim,Sim,2022-04
Empresa 7155,202106,Sim,Sim,2021-06
Empresa 7156,202106,Sim,Sim,2021-06
Empresa 7157,202206,Sim,Sim,2022-06
Empresa 7158,202301,Sim,Sim,2023-01
Empresa 7159,202204,Sim,Sim,2022-04
Empresa 716,202212,Sim,Sim,2022-12
Empresa 7160,202207,Sim,Sim,2022-07
Empresa 7161,202204,Sim,Sim,2022-04
Empresa 7162,202103,Sim,Sim,2021-03
Empresa 7163,202104,Sim,Sim,2021-04
Empresa 7164,202202,Sim,Sim,2022-02
Empresa 7165,202203,Sim,Sim,2022-03
Empresa 7166,202302,Sim,Sim,2023-02
Empresa 7167,202302,Sim,Sim,2023-02
Empresa 7168,202104,Sim,Sim,2021-04
Empresa 7169,202106,Sim,Sim,2021-06
Empresa 717,202304,Sim,Sim,2023-04
Empresa 7170,202208,Sim,Sim,2022-08
Empresa 7171,202203,Sim,Sim,2022-03
Empresa 7172,202104,Sim,Sim,2021-04
Empresa 7173,202109,Sim,Sim,2021-09
Empresa 7174,202103,Sim,Sim,2021-03
Empresa 7175,202104,Sim,Sim,2021-04
Empresa 7176,202105,Sim,Sim,2021-05
Empresa 7177,202104,Sim,Sim,2021-04
Empresa 7178,202210,Sim,Sim,2022-10
Empresa 7179,202205,Sim,Sim,2022-05
Empresa 718,202303,Sim,Sim,2023-03
Empresa 7180,202104,Sim,Sim,2021-04
Empresa 7181,202207,Sim,Sim,2022-07
Empresa 7182,202207,Sim,Sim,2022-07
Empresa 7183,202211,Sim,Sim,2022-11
Empresa 7184,202304,Sim,Sim,2023-04
Empresa 7185,202304,Sim,Sim,2023-04
Empresa 7186,202305,Não,Não,2023-05
Empresa 7187,202107,Sim,Sim,2021-07
Empresa 7188,202305,Sim,Sim,2023-05
Empresa 7189,202305,Sim,Sim,2023-05
Empresa 719,202305,Sim,Sim,2023-05
Empresa 7190,202105,Sim,Sim,2021-05
Empresa 7191,202104,Sim,Sim,2021-04
Empresa 7192,202110,Sim,Sim,2021-10
Empresa 7193,202104,Sim,Sim,2021-04
Empresa 7194,202106,Sim,Sim,2021-06
Empresa 7195,202306,Sim,Sim,2023-06
Empresa 7196,202306,Sim,Sim,2023-06
Empresa 7197,202109,Sim,Sim,2021-09
Empresa 7198,202305,Sim,Sim,2023-05
Empresa 7199,202105,Sim,Sim,2021-05
Empresa 72,202302,Sim,Sim,2023-02
Empresa 720,202305,Sim,Sim,2023-05
Empresa 7200,202306,Sim,Sim,2023-06
