Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 7201,202308,Sim,Sim,2023-08
Empresa 7202,202208,Sim,Sim,2022-08
Empresa 7203,202112,Sim,Sim,2021-12
Empresa 7204,202310,Sim,Sim,2023-10
Empresa 7205,202310,Sim,Sim,2023-10
Empresa 7206,202208,Sim,Sim,2022-08
Empresa 7207,202208,Sim,Sim,2022-08
Empresa 7208,202301,Sim,Sim,2023-01
Empresa 7209,202211,Sim,Sim,2022-11
Empresa 721,202304,Sim,Sim,2023-04
Empresa 7210,202211,Sim,Sim,2022-11
Empresa 7211,202206,Sim,Sim,2022-06
Empresa 7212,202212,Sim,Sim,2022-12
Empresa 7213,202212,Sim,Sim,2022-12
Empresa 7214,202211,Sim,Sim,2022-11
Empresa 7215,202212,Sim,Sim,2022-12
Empresa 7216,202110,Sim,Sim,2021-10
Empresa 7217,202212,Sim,Sim,2022-12
Empresa 7218,202212,Sim,Sim,2022-12
Empresa 7219,202301,Sim,Sim,2023-01
Empresa 722,202304,Sim,Sim,2023-04
Empresa 7220,202011,Não,Não,2020-11
Empresa 7221,202302,Sim,Sim,2023-02
Empresa 7223,202301,Sim,Sim,2023-01
Empresa 7224,202211,Sim,Sim,2022-11
Empresa 7225,202301,Sim,Sim,2023-01
Empresa 7226,202108,Não,Não,2021-08
Empresa 7227,202008,Não,Sim,2020-08
Empresa 7228,202302,Sim,Sim,2023-02
Empresa 7229,202303,Sim,Sim,2023-03
Empresa 723,202303,Sim,Sim,2023-03
Empresa 7230,202301,Sim,Sim,2023-01
Empresa 7231,202301,Sim,Sim,2023-01
Empresa 7232,202303,Sim,Sim,2023-03
Empresa 7233,202302,Sim,Sim,2023-02
Empresa 7234,202109,Não,Não,2021-09
Empresa 7235,202301,Sim,Sim,2023-01
Empresa 7236,202303,Sim,Sim,2023-03
Empresa 7237,202303,Sim,Sim,2023-03
Empresa 7238,202303,Sim,Sim,2023-03
Empresa 7239,202301,Sim,Sim,2023-01
Empresa 724,202305,Sim,Sim,2023-05
Empresa 7240,202212,Sim,Sim,2022-12
Empresa 7241,202306,Sim,Sim,2023-06
Empresa 7242,202305,Sim,Sim,2023-05
Empresa 7243,202304,Não,Não,2023-04
Empresa 7244,202111,Não,Não,2021-11
Empresa 7245,202306,Sim,Sim,2023-06
Empresa 7246,202301,Sim,Sim,2023-01
Empresa 7247,202306,Sim,Sim,2023-06
Empresa 7248,202210,Não,Sim,2022-10
Empresa 7249,202310,Sim,Sim,2023-10
Empresa 725,202305,Sim,Sim,2023-05
Empresa 7250,202309,Sim,Sim,2023-09
Empresa 7251,202309,Sim,Sim,2023-09
Empresa 7252,202307,Sim,Sim,2023-07
Empresa 7253,202311,Não,Não,2023-11
Empresa 7254,202008,Não,Não,2020-08
Empresa 7255,202306,Sim,Sim,2023-06
Empresa 7256,202307,Não,Sim,2023-07
Empresa 7257,202211,Não,Sim,2022-11
Empresa 7258,202212,Sim,Sim,2022-12
Empresa 7259,202212,Sim,Sim,2022-12
Empresa 726,202305,Sim,Sim,2023-05
Empresa 7260,202212,Sim,Sim,2022-12
Empresa 7261,202212,Sim,Sim,2022-12
Empresa 7262,202301,Sim,Sim,2023-01
Empresa 7263,202212,Sim,Sim,2022-12
Empresa 7264,202212,Sim,Sim,2022-12
Empresa 7265,202212,Sim,Sim,2022-12
Empresa 7266,202212,Sim,Sim,2022-12
Empresa 7267,202212,Sim,Sim,2022-12
Empresa 7268,202212,Sim,Sim,2022-12
Empresa 7269,202212,Sim,Sim,2022-12
Empresa 727,202305,Sim,Sim,2023-05
Empresa 7270,202301,Sim,Sim,2023-01
Empresa 7271,202302,Sim,Sim,2023-02
Empresa 7272,202212,Sim,Sim,2022-12
Empresa 7273,202303,Sim,Sim,2023-03
Empresa 7274,202206,Sim,Sim,2022-06
Empresa 7275,202309,Sim,Sim,2023-09
Empresa 7276,202310,Sim,Sim,2023-10
Empresa 7277,202212,Sim,Sim,2022-12
Empresa 7278,202212,Sim,Sim,2022-12
Empresa 7279,202207,Sim,Sim,2022-07
Empresa 728,202211,Sim,Sim,2022-11
Empresa 7280,202208,Sim,Sim,2022-08
Empresa 7281,202207,Sim,Sim,2022-07
Empresa 7282,202207,Sim,Sim,2022-07
Empresa 7283,202207,Sim,Sim,2022-07
Empresa 7284,202206,Sim,Sim,2022-06
Empresa 7285,202207,Sim,Sim,2022-07
Empresa 7286,202208,Sim,Sim,2022-08
Empresa 7287,202207,Sim,Sim,2022-07
Empresa 7288,202207,Sim,Sim,2022-07
Empresa 7289,202204,Sim,Sim,2022-04
Empresa 729,202212,Sim,Sim,2022-12
Empresa 7290,202208,Sim,Sim,2022-08
Empresa 7291,202208,Sim,Sim,2022-08
Empresa 7292,202209,Sim,Sim,2022-09
Empresa 7293,202302,Sim,Sim,2023-02
Empresa 7294,202302,Sim,Sim,2023-02
Empresa 7295,202209,Sim,Sim,2022-09
Empresa 7296,202111,Sim,Sim,2021-11
Empresa 7297,202207,Sim,Sim,2022-07
Empresa 7298,202208,Sim,Sim,2022-08
Empresa 7299,202206,Sim,Sim,2022-06
Empresa 73,202208,Sim,Sim,2022-08
Empresa 730,202304,Sim,Sim,2023-04
Empresa 7300,202207,Sim,Sim,2022-07
Empresa 7301,202206,Sim,Sim,2022-06
Empresa 7302,202204,Sim,Sim,2022-04
Empresa 7303,202208,Sim,Sim,2022-08
Empresa 7304,202209,Sim,Sim,2022-09
Empresa 7305,202209,Sim,Sim,2022-09
Empresa 7306,202208,Sim,Sim,2022-08
Empresa 7307,202008,Sim,Sim,2020-08
Empresa 7308,202208,Sim,Sim,2022-08
Empresa 7309,202207,Sim,Sim,2022-07
Empresa 731,202304,Sim,Sim,2023-04
Empresa 7310,202208,Sim,Sim,2022-08
Empresa 7311,202307,Sim,Sim,2023-07
Empresa 7312,202208,Sim,Sim,2022-08
Empresa 7313,202208,Sim,Sim,2022-08
Empresa 7314,202308,Sim,Sim,2023-08
Empresa 7315,202206,Sim,Sim,2022-06
Empresa 7316,202210,Sim,Sim,2022-10
Empresa 7317,202207,Sim,Sim,2022-07
Empresa 7318,202207,Sim,Sim,2022-07
Empresa 7319,202209,Sim,Sim,2022-09
Empresa 732,202305,Sim,Sim,2023-05
Empresa 7320,202207,Sim,Sim,2022-07
Empresa 7321,202206,Sim,Sim,2022-06
Empresa 7322,202310,Sim,Sim,2023-10
Empresa 7323,202206,Sim,Sim,2022-06
Empresa 7325,202212,Sim,Sim,2022-12
Empresa 7326,202206,Sim,Sim,2022-06
Empresa 7327,202208,Sim,Sim,2022-08
Empresa 7328,202203,Sim,Sim,2022-03
Empresa 7329,202204,Sim,Sim,2022-04
Empresa 733,202305,Sim,Sim,2023-05
Empresa 7330,202305,Sim,Sim,2023-05
Empresa 7331,202202,Sim,Sim,2022-02
Empresa 7332,202307,Sim,Sim,2023-07
Empresa 7333,202310,Sim,Sim,2023-10
Empresa 7334,202310,Sim,Sim,2023-10
Empresa 7335,202310,Sim,Sim,2023-10
Empresa 7336,202206,Sim,Sim,2022-06
Empresa 7337,202301,Sim,Sim,2023-01
Empresa 7338,202008,Não,Não,2020-08
Empresa 7339,202103,Não,Não,2021-03
Empresa 734,202304,Sim,Sim,2023-04
Empresa 7340,202008,Não,Não,2020-08
Empresa 7341,202207,Sim,Sim,2022-07
Empresa 7342,202108,Não,Não,2021-08
Empresa 7343,202210,Sim,Sim,2022-10
Empresa 7344,202207,Sim,Sim,2022-07
Empresa 7345,202208,Sim,Sim,2022-08
Empresa 7346,202209,Sim,Sim,2022-09
Empresa 7347,202209,Sim,Sim,2022-09
Empresa 7348,202208,Sim,Sim,2022-08
Empresa 7349,202301,Sim,Sim,2023-01
Empresa 735,202306,Sim,Sim,2023-06
Empresa 7350,202301,Sim,Sim,2023-01
Empresa 7351,202301,Sim,Sim,2023-01
Empresa 7352,202110,Não,Não,2021-10
Empresa 7353,202211,Sim,Sim,2022-11
Empresa 7354,202301,Sim,Sim,2023-01
Empresa 7355,202302,Sim,Sim,2023-02
Empresa 7356,202301,Sim,Sim,2023-01
Empresa 7357,202302,Sim,Sim,2023-02
Empresa 7358,202301,Sim,Sim,2023-01
Empresa 7359,202301,Sim,Sim,2023-01
Empresa 736,202303,Sim,Sim,2023-03
Empresa 7360,202301,Sim,Sim,2023-01
Empresa 7361,202211,Sim,Sim,2022-11
Empresa 7362,202302,Sim,Sim,2023-02
Empresa 7363,202302,Sim,Sim,2023-02
Empresa 7364,202008,Não,Não,2020-08
Empresa 7365,202302,Sim,Sim,2023-02
Empresa 7366,202302,Sim,Sim,2023-02
Empresa 7367,202301,Sim,Sim,2023-01
Empresa 7368,202301,Sim,Sim,2023-01
Empresa 7369,202301,Sim,Sim,2023-01
Empresa 737,202306,Sim,Sim,2023-06
Empresa 7370,202302,Sim,Sim,2023-02
Empresa 7371,202011,Não,Não,2020-11
Empresa 7372,202301,Sim,Sim,2023-01
Empresa 7373,202301,Sim,Sim,2023-01
Empresa 7374,202301,Sim,Sim,2023-01
Empresa 7375,202301,Sim,Sim,2023-01
Empresa 7376,202302,Sim,Sim,2023-02
Empresa 7377,202301,Sim,Sim,2023-01
Empresa 7378,202302,Sim,Sim,2023-02
Empresa 7379,202301,Sim,Sim,2023-01
Empresa 738,202301,Sim,Sim,2023-01
Empresa 7380,202211,Sim,Sim,2022-11
Empresa 7381,202301,Sim,Sim,2023-01
Empresa 7382,202301,Sim,Sim,2023-01
Empresa 7383,202301,Sim,Sim,2023-01
Empresa 7384,202301,Sim,Sim,2023-01
Empresa 7385,202302,Sim,Sim,2023-02
Empresa 7386,202302,Sim,Sim,2023-02
Empresa 7387,202302,Sim,Sim,2023-02
Empresa 7388,202205,Sim,Sim,2022-05
Empresa 7389,202301,Sim,Sim,2023-01
Empresa 739,202306,Sim,Sim,2023-06
Empresa 7390,202302,Sim,Sim,2023-02
Empresa 7391,202301,Sim,Sim,2023-01
Empresa 7392,202301,Sim,Sim,2023-01
Empresa 7393,202301,Sim,Sim,2023-01
Empresa 7394,202301,Sim,Sim,2023-01
Empresa 7395,202301,Sim,Sim,2023-01
Empresa 7396,202301,Sim,Sim,2023-01
Empresa 7397,202302,Sim,Sim,2023-02
Empresa 7398,202301,Sim,Sim,2023-01
Empresa 7399,202301,Sim,Sim,2023-01
Empresa 74,202210,Sim,Sim,2022-10
Empresa 740,202306,Sim,Sim,2023-06
Empresa 7400,202301,Sim,Sim,2023-01
Empresa 7401,202301,Sim,Sim,2023-01
Empresa 7402,202301,Sim,Sim,2023-01
Empresa 7403,202302,Sim,Sim,2023-02
Empresa 7404,202301,Sim,Sim,2023-01
Empresa 7405,202301,Sim,Sim,2023-01
Empresa 7406,202301,Sim,Sim,2023-01
Empresa 7407,202301,Sim,Sim,2023-01
Empresa 7408,202301,Sim,Sim,2023-01
Empresa 7409,202301,Sim,Sim,2023-01
Empresa 741,202306,Sim,Sim,2023-06
Empresa 7410,202301,Sim,Sim,2023-01
Empresa 7411,202301,Sim,Sim,2023-01
Empresa 7412,202301,Sim,Sim,2023-01
Empresa 7413,202301,Sim,Sim,2023-01
Empresa 7414,202001,Sim,Sim,2020-01
Empresa 7415,202202,Não,Não,2022-02
Empresa 7416,202301,Sim,Sim,2023-01
Empresa 7417,202301,Não,Não,2023-01
Empresa 7418,202301,Sim,Sim,2023-01
Empresa 7419,202301,Sim,Sim,2023-01
Empresa 742,202306,Sim,Sim,2023-06
Empresa 7420,202301,Sim,Sim,2023-01
Empresa 7421,202301,Sim,Sim,2023-01
Empresa 7422,202301,Sim,Sim,2023-01
Empresa 7423,202302,Sim,Sim,2023-02
Empresa 7424,202302,Sim,Sim,2023-02
Empresa 7425,202302,Sim,Sim,2023-02
Empresa 7426,202301,Sim,Sim,2023-01
Empresa 7427,202303,Sim,Sim,2023-03
Empresa 7428,202301,Sim,Sim,2023-01
Empresa 7429,202303,Sim,Sim,2023-03
Empresa 743,202304,Sim,Sim,2023-04
Empresa 7430,202302,Sim,Sim,2023-02
Empresa 7431,202302,Sim,Sim,2023-02
Empresa 7432,202303,Sim,Sim,2023-03
Empresa 7433,202301,Sim,Sim,2023-01
Empresa 7434,202302,Sim,Sim,2023-02
Empresa 7435,202303,Sim,Sim,2023-03
Empresa 7436,202301,Sim,Sim,2023-01
Empresa 7437,202303,Sim,Sim,2023-03
Empresa 7438,202301,Sim,Sim,2023-01
Empresa 7439,202303,Sim,Sim,2023-03
Empresa 744,202306,Sim,Sim,2023-06
Empresa 7440,202303,Sim,Sim,2023-03
Empresa 7441,202106,Sim,Sim,2021-06
Empresa 7442,202303,Sim,Sim,2023-03
Empresa 7443,202301,Sim,Sim,2023-01
Empresa 7444,202301,Sim,Sim,2023-01
Empresa 7445,202103,Sim,Sim,2021-03
Empresa 7446,202209,Sim,Sim,2022-09
Empresa 7447,202301,Sim,Sim,2023-01
Empresa 7448,202302,Sim,Sim,2023-02
Empresa 7449,202301,Sim,Sim,2023-01
Empresa 745,202306,Sim,Sim,2023-06
Empresa 7450,202303,Sim,Sim,2023-03
Empresa 7451,202211,Não,Sim,2022-11
Empresa 7452,202204,Sim,Sim,2022-04
Empresa 7453,202304,Sim,Sim,2023-04
Empresa 7454,202304,Sim,Sim,2023-04
Empresa 7455,202304,Sim,Sim,2023-04
Empresa 7456,202204,Não,Não,2022-04
Empresa 7457,202302,Sim,Sim,2023-02
Empresa 7458,202210,Sim,Sim,2022-10
Empresa 7459,202306,Sim,Sim,2023-06
Empresa 746,202306,Sim,Sim,2023-06
Empresa 7460,202303,Sim,Sim,2023-03
Empresa 7461,202306,Sim,Sim,2023-06
Empresa 7462,202305,Sim,Sim,2023-05
Empresa 7463,202305,Sim,Sim,2023-05
Empresa 7464,202306,Sim,Sim,2023-06
Empresa 7465,202306,Sim,Sim,2023-06
Empresa 7466,202307,Sim,Sim,2023-07
Empresa 7467,202301,Sim,Sim,2023-01
Empresa 7468,202301,Sim,Sim,2023-01
Empresa 7469,202302,Sim,Sim,2023-02
Empresa 747,202210,Sim,Sim,2022-10
Empresa 7470,202306,Sim,Sim,2023-06
Empresa 7471,202306,Sim,Sim,2023-06
Empresa 7472,202301,Sim,Sim,2023-01
Empresa 7473,202307,Sim,Sim,2023-07
Empresa 7474,202303,Sim,Sim,2023-03
Empresa 7475,202301,Sim,Sim,2023-01
Empresa 7476,202301,Sim,Sim,2023-01
Empresa 7477,202309,Sim,Sim,2023-09
Empresa 7478,202301,Sim,Sim,2023-01
Empresa 7479,202302,Sim,Sim,2023-02
Empresa 748,202212,Sim,Sim,2022-12
Empresa 7480,202310,Sim,Sim,2023-10
Empresa 7481,202307,Sim,Sim,2023-07
Empresa 7482,202311,Não,Não,2023-11
Empresa 7483,202310,Não,Não,2023-10
Empresa 7484,202310,Sim,Sim,2023-10
Empresa 7485,202010,Sim,Sim,2020-10
Empresa 7486,202202,Sim,Sim,2022-02
Empresa 7487,202201,Não,Não,2022-01
Empresa 7488,202008,Sim,Sim,2020-08
Empresa 7489,202008,Sim,Sim,2020-08
Empresa 749,202306,Sim,Sim,2023-06
Empresa 7490,202008,Sim,Sim,2020-08
Empresa 7491,202012,Sim,Sim,2020-12
Empresa 7492,202009,Sim,Sim,2020-09
Empresa 7493,202207,Sim,Sim,2022-07
Empresa 7494,202006,Sim,Sim,2020-06
Empresa 7495,202105,Sim,Sim,2021-05
Empresa 7496,202101,Sim,Sim,2021-01
Empresa 7497,202006,Sim,Sim,2020-06
Empresa 7498,202101,Sim,Sim,2021-01
Empresa 7499,202009,Sim,Sim,2020-09
Empresa 75,202211,Sim,Sim,2022-11
Empresa 750,202306,Sim,Sim,2023-06
Empresa 7500,202207,Sim,Sim,2022-07
Empresa 7501,202307,Não,Não,2023-07
Empresa 7502,202206,Não,Não,2022-06
Empresa 7503,202202,Sim,Sim,2022-02
Empresa 7504,202305,Sim,Sim,2023-05
Empresa 7505,202306,Sim,Sim,2023-06
Empresa 7506,202308,Sim,Sim,2023-08
Empresa 7507,202309,Sim,Sim,2023-09
Empresa 7508,202009,Sim,Sim,2020-09
Empresa 7509,202002,Sim,Sim,2020-02
Empresa 751,202306,Sim,Sim,2023-06
Empresa 7510,202105,Sim,Sim,2021-05
Empresa 7511,202002,Não,Não,2020-02
Empresa 7512,202008,Sim,Sim,2020-08
Empresa 7513,202010,Sim,Sim,2020-10
Empresa 7514,202005,Sim,Sim,2020-05
Empresa 7515,202301,Não,Não,2023-01
Empresa 7516,202201,Sim,Sim,2022-01
Empresa 7517,202212,Sim,Sim,2022-12
Empresa 7518,202112,Não,Sim,2021-12
Empresa 7519,202305,Não,Não,2023-05
Empresa 752,202306,Sim,Sim,2023-06
Empresa 7520,202103,Sim,Sim,2021-03
Empresa 7521,202103,Sim,Sim,2021-03
Empresa 7522,202008,Sim,Sim,2020-08
Empresa 7523,202007,Sim,Sim,2020-07
Empresa 7524,202007,Sim,Sim,2020-07
Empresa 7525,202007,Sim,Sim,2020-07
Empresa 7526,202310,Não,Não,2023-10
Empresa 7527,202009,Não,Sim,2020-09
Empresa 7528,202006,Sim,Sim,2020-06
Empresa 7529,202007,Sim,Sim,2020-07
Empresa 753,202303,Sim,Sim,2023-03
Empresa 7530,202002,Sim,Sim,2020-02
Empresa 7531,202102,Sim,Sim,2021-02
Empresa 7532,201912,Não,Sim,2019-12
Empresa 7533,202211,Sim,Sim,2022-11
Empresa 7534,202304,Não,Não,2023-04
Empresa 7535,202306,Não,Não,2023-06
Empresa 7536,202204,Sim,Sim,2022-04
Empresa 7537,202005,Sim,Sim,2020-05
Empresa 7538,202303,Não,Não,2023-03
Empresa 7539,202208,Sim,Sim,2022-08
Empresa 754,202306,Sim,Sim,2023-06
Empresa 7540,202210,Sim,Sim,2022-10
Empresa 7541,202005,Sim,Sim,2020-05
Empresa 7542,202208,Sim,Sim,2022-08
Empresa 7543,202104,Sim,Sim,2021-04
Empresa 7544,202209,Sim,Sim,2022-09
Empresa 7545,202210,Sim,Sim,2022-10
Empresa 7546,202005,Sim,Sim,2020-05
Empresa 7547,202305,Não,Não,2023-05
Empresa 7548,202210,Não,Não,2022-10
Empresa 7549,202005,Sim,Sim,2020-05
Empresa 755,202307,Sim,Sim,2023-07
Empresa 7550,202009,Não,Não,2020-09
Empresa 7551,202112,Não,Não,2021-12
Empresa 7552,202006,Sim,Sim,2020-06
Empresa 7553,202203,Sim,Sim,2022-03
Empresa 7554,202302,Sim,Sim,2023-02
Empresa 7555,202112,Não,Sim,2021-12
Empresa 7556,202005,Não,Não,2020-05
Empresa 7557,202011,Sim,Sim,2020-11
Empresa 7558,202302,Sim,Sim,2023-02
Empresa 7559,201912,Sim,Sim,2019-12
Empresa 756,202211,Sim,Sim,2022-11
Empresa 7560,202209,Sim,Sim,2022-09
Empresa 7561,202007,Sim,Sim,2020-07
Empresa 7562,202201,Sim,Sim,2022-01
Empresa 7563,202104,Sim,Sim,2021-04
Empresa 7564,202207,Sim,Sim,2022-07
Empresa 7565,202106,Não,Não,2021-06
Empresa 7566,202303,Sim,Sim,2023-03
Empresa 7567,202304,Não,Não,2023-04
Empresa 7568,202005,Sim,Sim,2020-05
Empresa 7569,202204,Não,Não,2022-04
Empresa 757,202305,Sim,Sim,2023-05
Empresa 7570,202204,Sim,Sim,2022-04
Empresa 7571,202007,Sim,Sim,2020-07
Empresa 7572,202208,Não,Não,2022-08
Empresa 7573,202302,Sim,Sim,2023-02
Empresa 7574,202303,Sim,Sim,2023-03
Empresa 7575,202303,Sim,Sim,2023-03
Empresa 7576,202308,Não,Sim,2023-08
Empresa 7577,202010,Sim,Sim,2020-10
Empresa 7578,202007,Sim,Sim,2020-07
Empresa 7579,202010,Sim,Sim,2020-10
Empresa 758,202307,Sim,Sim,2023-07
Empresa 7580,202208,Sim,Sim,2022-08
Empresa 7581,202304,Sim,Sim,2023-04
Empresa 7582,202007,Sim,Sim,2020-07
Empresa 7583,202305,Sim,Sim,2023-05
Empresa 7584,202305,Sim,Sim,2023-05
Empresa 7585,202306,Sim,Sim,2023-06
Empresa 7586,202306,Sim,Sim,2023-06
Empresa 7587,202005,Sim,Sim,2020-05
Empresa 7588,202306,Sim,Sim,2023-06
Empresa 7589,202306,Sim,Sim,2023-06
Empresa 759,202301,Sim,Sim,2023-01
Empresa 7590,202306,Sim,Sim,2023-06
Empresa 7591,202306,Sim,Sim,2023-06
Empresa 7592,202105,Sim,Sim,2021-05
Empresa 7593,202304,Não,Não,2023-04
Empresa 7594,202308,Sim,Sim,2023-08
Empresa 7595,202310,Não,Não,2023-10
Empresa 7596,202308,Sim,Sim,2023-08
Empresa 7597,201912,Sim,Sim,2019-12
Empresa 7598,202009,Sim,Sim,2020-09
Empresa 76,202212,Sim,Sim,2022-12
Empresa 760,202306,Sim,Sim,2023-06
Empresa 7600,202008,Não,Não,2020-08
Empresa 7601,202310,Sim,Sim,2023-10
Empresa 7602,202310,Sim,Sim,2023-10
Empresa 7603,202310,Sim,Sim,2023-10
Empresa 7604,202310,Sim,Sim,2023-10
Empresa 7605,202310,Sim,Sim,2023-10
Empresa 7606,202310,Sim,Sim,2023-10
Empresa 7607,202310,Sim,Sim,2023-10
Empresa 7608,202310,Sim,Sim,2023-10
Empresa 7609,202310,Sim,Sim,2023-10
Empresa 761,202307,Sim,Sim,2023-07
Empresa 7610,202310,Não,Sim,2023-10
Empresa 7611,202310,Sim,Sim,2023-10
Empresa 7612,202310,Não,Não,2023-10
Empresa 7613,202105,Sim,Sim,2021-05
Empresa 7614,202106,Sim,Sim,2021-06
Empresa 7615,202112,Sim,Sim,2021-12
Empresa 7616,202104,Sim,Sim,2021-04
Empresa 7617,202012,Sim,Sim,2020-12
Empresa 7618,202201,Sim,Sim,2022-01
Empresa 7619,202304,Sim,Sim,2023-04
Empresa 762,202211,Sim,Sim,2022-11
Empresa 7620,202204,Sim,Sim,2022-04
Empresa 7621,202204,Sim,Sim,2022-04
Empresa 7622,202203,Sim,Sim,2022-03
Empresa 7623,202206,Sim,Sim,2022-06
Empresa 7624,202208,Sim,Sim,2022-08
Empresa 7625,202201,Sim,Sim,2022-01
Empresa 7626,202205,Sim,Sim,2022-05
Empresa 7627,202208,Sim,Sim,2022-08
Empresa 7628,202203,Sim,Sim,2022-03
Empresa 7629,202202,Sim,Sim,2022-02
Empresa 763,202306,Sim,Sim,2023-06
Empresa 7630,202211,Sim,Sim,2022-11
Empresa 7631,202208,Sim,Sim,2022-08
Empresa 7632,202112,Sim,Sim,2021-12
Empresa 7633,202205,Sim,Sim,2022-05
Empresa 7634,202203,Sim,Sim,2022-03
Empresa 7635,202204,Sim,Sim,2022-04
Empresa 7636,202305,Sim,Sim,2023-05
Empresa 7637,202307,Sim,Sim,2023-07
Empresa 7638,202111,Sim,Sim,2021-11
Empresa 7639,202111,Sim,Sim,2021-11
Empresa 764,202303,Sim,Sim,2023-03
Empresa 7640,202307,Sim,Sim,2023-07
Empresa 7641,202307,Sim,Sim,2023-07
Empresa 7642,202207,Sim,Sim,2022-07
Empresa 7643,202307,Sim,Sim,2023-07
Empresa 7644,202209,Sim,Sim,2022-09
Empresa 7645,202307,Sim,Sim,2023-07
Empresa 7646,202209,Sim,Sim,2022-09
Empresa 7647,202308,Sim,Sim,2023-08
Empresa 7648,202212,Sim,Sim,2022-12
Empresa 765,202306,Sim,Sim,2023-06
Empresa 7654,202109,Não,Sim,2021-09
Empresa 7655,202212,Não,Sim,2022-12
Empresa 766,202210,Sim,Sim,2022-10
Empresa 7660,202012,Sim,Sim,2020-12
Empresa 7662,202307,Não,Sim,2023-07
Empresa 7664,202006,Não,Sim,2020-06
Empresa 7666,202102,Sim,Sim,2021-02
Empresa 7667,202109,Não,Sim,2021-09
Empresa 767,202307,Sim,Sim,2023-07
Empresa 7674,202011,Não,Sim,2020-11
Empresa 7677,202008,Não,Sim,2020-08
Empresa 768,202305,Sim,Sim,2023-05
Empresa 7680,202002,Sim,Sim,2020-02
Empresa 769,202305,Sim,Sim,2023-05
Empresa 7690,202001,Não,Sim,2020-01
Empresa 77,202210,Sim,Sim,2022-10
Empresa 770,202306,Sim,Sim,2023-06
Empresa 771,202301,Sim,Sim,2023-01
Empresa 7714,202010,Sim,Sim,2020-10
Empresa 772,202307,Sim,Sim,2023-07
Empresa 7723,202207,Sim,Sim,2022-07
Empresa 7726,202209,Não,Sim,2022-09
Empresa 7729,202101,Não,Sim,2021-01
Empresa 773,202307,Sim,Sim,2023-07
Empresa 7731,202103,Não,Sim,2021-03
Empresa 7735,202109,Sim,Sim,2021-09
Empresa 7737,202004,Não,Sim,2020-04
Empresa 774,202305,Sim,Sim,2023-05
Empresa 7743,202305,Não,Sim,2023-05
Empresa 775,202306,Sim,Sim,2023-06
Empresa 7754,202112,Não,Sim,2021-12
Empresa 776,202306,Sim,Sim,2023-06
Empresa 777,202307,Sim,Sim,2023-07
Empresa 7772,202204,Sim,Sim,2022-04
Empresa 7774,202104,Não,Sim,2021-04
Empresa 778,202303,Sim,Sim,2023-03
Empresa 7786,202204,Não,Sim,2022-04
Empresa 779,202308,Sim,Sim,2023-08
Empresa 7792,202112,Não,Sim,2021-12
Empresa 7793,202212,Não,Sim,2022-12
Empresa 7797,202304,Não,Sim,2023-04
Empresa 78,202212,Sim,Sim,2022-12
Empresa 780,202308,Sim,Sim,2023-08
Empresa 7803,202007,Não,Sim,2020-07
Empresa 7805,202310,Não,Sim,2023-10
Empresa 781,202305,Sim,Sim,2023-05
Empresa 782,202303,Sim,Sim,2023-03
Empresa 7825,202201,Sim,Sim,2022-01
Empresa 7827,201905,Não,Sim,2019-05
Empresa 783,202308,Sim,Sim,2023-08
Empresa 7834,202009,Sim,Sim,2020-09
Empresa 7837,202304,Não,Sim,2023-04
Empresa 7839,202012,Sim,Sim,2020-12
Empresa 784,202307,Sim,Sim,2023-07
Empresa 7842,202310,Não,Sim,2023-10
Empresa 785,202308,Sim,Sim,2023-08
Empresa 7853,202011,Não,Sim,2020-11
Empresa 7859,202103,Sim,Sim,2021-03
Empresa 786,202308,Sim,Sim,2023-08
Empresa 7861,202004,Não,Sim,2020-04
Empresa 7863,202002,Sim,Sim,2020-02
Empresa 7867,202205,Não,Sim,2022-05
Empresa 787,202308,Sim,Sim,2023-08
Empresa 788,202307,Sim,Sim,2023-07
Empresa 7882,202103,Não,Sim,2021-03
Empresa 7888,202107,Não,Sim,2021-07
Empresa 789,202307,Sim,Sim,2023-07
Empresa 79,202210,Sim,Sim,2022-10
Empresa 790,202308,Sim,Sim,2023-08
Empresa 7901,202210,Sim,Sim,2022-10
Empresa 7904,202012,Sim,Sim,2020-12
Empresa 7905,202007,Sim,Sim,2020-07
Empresa 7908,202211,Sim,Sim,2022-11
Empresa 791,202307,Sim,Sim,2023-07
Empresa 7911,202007,Não,Sim,2020-07
Empresa 7912,202207,Não,Sim,2022-07
Empresa 7915,202002,Sim,Sim,2020-02
Empresa 792,202306,Sim,Sim,2023-06
Empresa 7920,202103,Não,Sim,2021-03
Empresa 793,202307,Sim,Sim,2023-07
Empresa 794,202306,Sim,Sim,2023-06
Empresa 7949,202212,Não,Sim,2022-12
Empresa 795,202211,Sim,Sim,2022-11
Empresa 7953,202111,Não,Sim,2021-11
Empresa 7956,201905,Sim,Sim,2019-05
Empresa 796,202307,Sim,Sim,2023-07
Empresa 7963,202105,Sim,Sim,2021-05
Empresa 7965,202303,Não,Sim,2023-03
Empresa 797,202212,Sim,Sim,2022-12
Empresa 7973,202011,Não,Não,2020-11
Empresa 7974,202310,Não,Sim,2023-10
Empresa 7977,202002,Sim,Sim,2020-02
Empresa 7979,202002,Não,Sim,2020-02
Empresa 798,202307,Sim,Sim,2023-07
Empresa 7980,202002,Sim,Sim,2020-02
Empresa 799,202309,Sim,Sim,2023-09
